Railroad_ID,Company_Name,Track_Length_km,Number_of_Trains,Daily_Passengers,Cargo_Tonnage_Tons,Accidents_2023,Maintenance_Expenses_USD,Revenue_USD,Region,On_Time_Performance_Percent,Year_Founded,Number_of_Employees,Fleet_Size,Headquarters,Electric_Locomotives,Diesel_Locomotives,High_Speed_Trains,Safety_Compliance_Score,Route_Count
6874.0,,,364.0,,10319.0,13.0,441499.69,277785.97,Canada,75.58,,8048.0,240.0,Atlanta,0.0,10.0,0.0,3.8,41.0
4688.0,,200.0,139.0,8000,5001.0,17.0,309906.36,494172.05,Northeast,,,9207.0,184.0,Atlanta,0.0,87.0,0.0,9.8,42.0
8689.0,Norfolk Southern,300.0,444.0,10000,19805.0,15.0,145356.89,365608.09,West,76.72,,9924.0,,Los Angeles,0.0,23.0,0.0,7.7,24.0
2379.0,Norfolk Southern,200.0,488.0,8000,30938.0,17.0,381614.51,468693.55,Canada,74.1,,8861.0,348.0,Los Angeles,0.0,77.0,0.0,4.6,26.0
5243.0,CSX,200.0,389.0,,44081.0,19.0,64253.32,316064.78,,82.48,1950,1998.0,204.0,,1.0,56.0,0.0,6.6,5.0
7507.0,Norfolk Southern,,300.0,8000,48054.0,15.0,148112.12,997501.93,,,2000,5818.0,450.0,Chicago,1.0,57.0,,5.4,23.0
8819.0,Union Pacific,,114.0,8000,20098.0,15.0,152078.62,388728.17,Canada,83.5,2000,,389.0,Chicago,0.0,26.0,0.0,6.9,37.0
9593.0,BNSF,400.0,285.0,8000,33847.0,16.0,,298448.41,,69.97,1850,3452.0,322.0,Los Angeles,1.0,39.0,0.0,0.4,23.0
3653.0,Norfolk Southern,100.0,126.0,5000,18177.0,5.0,65468.43,793100.33,West,88.11,,9368.0,177.0,Atlanta,0.0,40.0,0.0,4.1,5.0
6611.0,Union Pacific,100.0,107.0,8000,44315.0,16.0,429159.12,479018.48,Canada,80.6,2000,8256.0,185.0,New York,1.0,69.0,0.0,0.8,22.0
7127.0,,300.0,149.0,10000,48026.0,18.0,93808.57,206671.5,Northeast,84.79,,8980.0,339.0,New York,0.0,18.0,0.0,2.8,19.0
4923.0,,300.0,428.0,5000,49835.0,,423139.1,220894.84,Canada,88.29,2000,3358.0,382.0,New York,0.0,15.0,0.0,1.4,40.0
9459.0,Union Pacific,,349.0,8000,6436.0,3.0,131120.77,546380.7,Midwest,78.51,1850,115.0,371.0,Los Angeles,0.0,98.0,0.0,6.0,47.0
6912.0,,100.0,447.0,2000,21897.0,9.0,428440.35,482179.84,Southeast,75.98,1850,9026.0,45.0,Los Angeles,0.0,71.0,0.0,4.7,46.0
6130.0,Union Pacific,400.0,294.0,,31824.0,14.0,63091.53,440952.39,Northeast,94.67,1850,8741.0,92.0,,1.0,67.0,,3.1,5.0
6439.0,Norfolk Southern,,430.0,5000,44010.0,19.0,403016.37,743239.69,,94.45,1850,6215.0,17.0,,1.0,27.0,0.0,4.4,19.0
8880.0,BNSF,300.0,101.0,2000,34254.0,7.0,289759.74,914479.9,,88.39,1900,6259.0,424.0,Atlanta,0.0,30.0,0.0,7.0,14.0
7449.0,CSX,,211.0,,3712.0,15.0,,664489.49,West,73.29,1850,8437.0,213.0,Chicago,0.0,20.0,0.0,1.8,23.0
2725.0,CSX,300.0,240.0,10000,25216.0,,232920.27,615657.84,Northeast,88.87,1950,1510.0,363.0,,0.0,71.0,0.0,5.4,25.0
8522.0,Norfolk Southern,100.0,171.0,2000,17229.0,18.0,93689.43,514472.27,Canada,77.31,2000,1190.0,,Atlanta,0.0,15.0,0.0,9.6,15.0
5784.0,Norfolk Southern,,460.0,10000,5800.0,19.0,111762.05,672643.14,,87.84,1900,2247.0,,Los Angeles,0.0,87.0,0.0,6.6,21.0
2232.0,,200.0,317.0,10000,15591.0,5.0,215189.1,910250.27,Canada,68.39,1850,3924.0,122.0,Los Angeles,0.0,20.0,0.0,2.4,43.0
9808.0,Amtrak,300.0,343.0,2000,,4.0,235591.4,322846.7,Northeast,60.24,2000,4528.0,375.0,Los Angeles,1.0,65.0,0.0,0.2,43.0
,Canadian National,200.0,295.0,2000,37817.0,14.0,399204.47,940964.44,,64.98,1950,5161.0,269.0,Los Angeles,1.0,17.0,0.0,1.6,41.0
8446.0,BNSF,300.0,233.0,5000,25808.0,7.0,390333.01,874909.67,,84.03,1950,6042.0,170.0,Chicago,0.0,92.0,0.0,4.6,46.0
5616.0,Union Pacific,200.0,498.0,10000,26892.0,9.0,158051.14,496582.54,West,77.12,1900,8876.0,328.0,,0.0,59.0,0.0,3.2,24.0
5725.0,Canadian National,100.0,395.0,2000,31073.0,10.0,132746.26,,Southeast,74.11,,7572.0,467.0,New York,0.0,21.0,0.0,2.8,28.0
4677.0,Union Pacific,100.0,217.0,10000,24820.0,1.0,125739.87,665843.0,Midwest,95.39,1950,9033.0,,,0.0,52.0,0.0,0.9,37.0
7287.0,Canadian National,400.0,153.0,8000,6713.0,11.0,315826.32,260085.83,,66.95,,4082.0,465.0,Atlanta,0.0,73.0,0.0,2.2,11.0
9480.0,CSX,400.0,454.0,8000,15990.0,16.0,311240.32,141207.37,Midwest,94.76,1950,3164.0,481.0,Los Angeles,0.0,61.0,0.0,8.5,28.0
2409.0,Canadian National,400.0,465.0,8000,45526.0,17.0,97218.19,429254.25,Midwest,79.88,2000,8667.0,469.0,New York,1.0,53.0,0.0,9.5,20.0
9205.0,Norfolk Southern,,138.0,10000,11892.0,7.0,203181.08,871808.82,Southeast,99.02,1850,1006.0,115.0,Chicago,0.0,49.0,0.0,1.3,20.0
,BNSF,300.0,61.0,10000,10803.0,7.0,443472.62,230215.87,West,72.45,1950,6732.0,,Chicago,1.0,27.0,0.0,3.7,21.0
2721.0,CSX,,138.0,2000,32609.0,13.0,474026.4,936785.15,Northeast,92.78,,9286.0,234.0,,0.0,37.0,0.0,7.7,13.0
2423.0,,400.0,203.0,2000,18481.0,1.0,487366.0,158064.59,Northeast,80.67,2000,5481.0,148.0,,0.0,,1.0,1.2,31.0
5953.0,Canadian National,300.0,85.0,5000,14434.0,7.0,362129.7,114776.06,,69.65,1950,2089.0,,Los Angeles,0.0,65.0,0.0,4.9,17.0
,BNSF,,65.0,5000,15489.0,19.0,66974.0,179989.0,West,94.34,1850,,498.0,New York,0.0,32.0,0.0,3.8,39.0
,Norfolk Southern,100.0,,5000,40322.0,1.0,268328.43,406330.59,,82.3,,9407.0,430.0,Los Angeles,0.0,20.0,0.0,6.3,17.0
5559.0,,,211.0,,6653.0,18.0,159436.33,618352.8,Midwest,,1850,8444.0,436.0,Los Angeles,0.0,50.0,0.0,6.3,7.0
5365.0,Union Pacific,400.0,418.0,8000,30280.0,13.0,449585.24,912675.71,Midwest,85.01,,9110.0,111.0,Chicago,0.0,49.0,0.0,8.4,46.0
2244.0,,100.0,,10000,43602.0,11.0,69052.83,798550.95,,62.86,2000,1311.0,218.0,Los Angeles,0.0,74.0,0.0,2.5,17.0
7766.0,Amtrak,300.0,249.0,8000,29751.0,4.0,100827.29,880592.1,Southeast,84.23,2000,4998.0,191.0,Atlanta,0.0,13.0,0.0,3.3,41.0
6302.0,BNSF,,472.0,10000,43688.0,19.0,178803.8,930193.69,Northeast,60.65,1900,2934.0,385.0,Chicago,0.0,58.0,0.0,2.9,42.0
2306.0,Union Pacific,400.0,,,24537.0,19.0,365386.17,394576.92,West,,2000,,152.0,Los Angeles,1.0,18.0,1.0,9.1,49.0
3402.0,BNSF,,254.0,10000,,,471288.76,471934.52,,71.37,,1363.0,415.0,Chicago,0.0,14.0,1.0,7.7,22.0
1496.0,BNSF,,,5000,15573.0,19.0,224678.57,944381.39,Northeast,78.03,2000,8734.0,392.0,Atlanta,0.0,36.0,0.0,5.9,19.0
4399.0,BNSF,100.0,464.0,8000,37522.0,10.0,203739.56,862003.01,Southeast,65.25,1950,2161.0,351.0,New York,1.0,71.0,1.0,2.8,19.0
,Norfolk Southern,100.0,368.0,8000,42738.0,17.0,402217.21,202396.72,Canada,65.17,1850,1747.0,398.0,Atlanta,0.0,16.0,0.0,1.7,15.0
1372.0,CSX,300.0,,8000,13008.0,9.0,454193.81,260340.71,Southeast,87.72,2000,9106.0,,,0.0,97.0,0.0,9.4,17.0
7236.0,BNSF,400.0,68.0,,20285.0,15.0,89417.12,928552.54,,63.38,,7014.0,233.0,Atlanta,0.0,,0.0,2.8,37.0
2344.0,Norfolk Southern,100.0,187.0,8000,41028.0,17.0,493751.32,359222.78,West,79.61,2000,473.0,456.0,Atlanta,1.0,43.0,0.0,1.3,19.0
9515.0,Amtrak,,105.0,2000,4105.0,8.0,279384.21,331202.25,Canada,85.28,,8723.0,,,1.0,75.0,0.0,4.0,38.0
3431.0,,400.0,237.0,5000,3025.0,5.0,497411.09,893842.7,Northeast,75.99,1850,4326.0,99.0,,1.0,92.0,0.0,5.3,30.0
5670.0,Norfolk Southern,,92.0,5000,2602.0,11.0,55723.76,606136.35,,80.4,1900,2298.0,73.0,Los Angeles,0.0,34.0,,8.6,31.0
3784.0,,,353.0,10000,,0.0,450940.74,585165.8,Northeast,96.5,,5437.0,305.0,Los Angeles,0.0,62.0,0.0,9.4,6.0
2695.0,Amtrak,100.0,345.0,,34528.0,9.0,94417.86,,Canada,89.59,2000,3247.0,216.0,,0.0,99.0,0.0,1.6,29.0
2907.0,,400.0,339.0,10000,20210.0,1.0,400008.77,698744.85,,90.43,,490.0,69.0,Los Angeles,0.0,99.0,0.0,7.4,31.0
,CSX,200.0,415.0,10000,20053.0,12.0,50130.39,428507.32,Canada,94.15,2000,454.0,,Chicago,0.0,11.0,0.0,4.2,7.0
,Norfolk Southern,300.0,162.0,5000,8012.0,8.0,111356.04,985239.67,Canada,75.33,1900,,373.0,Chicago,1.0,50.0,0.0,6.0,22.0
2019.0,Amtrak,200.0,418.0,2000,,7.0,122429.71,465048.17,Canada,68.38,1900,6309.0,402.0,,0.0,50.0,0.0,0.7,43.0
2403.0,Norfolk Southern,300.0,178.0,,49905.0,11.0,323228.88,281801.52,West,63.14,2000,7766.0,147.0,Atlanta,0.0,29.0,0.0,2.6,29.0
2426.0,Amtrak,400.0,324.0,,37709.0,12.0,362275.82,160229.9,West,89.95,1950,3061.0,34.0,New York,1.0,49.0,0.0,5.2,5.0
9855.0,BNSF,100.0,306.0,,33263.0,5.0,90515.71,638116.05,West,70.57,1850,2828.0,145.0,,0.0,38.0,0.0,5.5,17.0
6868.0,BNSF,400.0,425.0,2000,16807.0,18.0,,694396.62,,77.83,1950,7381.0,67.0,Chicago,0.0,76.0,0.0,3.8,16.0
1010.0,CSX,200.0,137.0,,42973.0,19.0,365798.12,460461.69,,69.55,1950,7557.0,,New York,0.0,88.0,0.0,5.9,20.0
7330.0,Amtrak,,458.0,8000,49797.0,13.0,459295.99,953934.15,Northeast,83.6,1900,2960.0,98.0,Atlanta,1.0,99.0,0.0,3.3,22.0
3825.0,BNSF,,265.0,2000,32907.0,12.0,135296.09,142488.69,Midwest,68.5,,6855.0,348.0,Atlanta,0.0,18.0,0.0,9.4,38.0
8464.0,CSX,300.0,408.0,10000,13215.0,15.0,241136.22,580321.14,West,85.62,,4181.0,433.0,Los Angeles,1.0,15.0,0.0,6.3,45.0
4003.0,Union Pacific,200.0,389.0,,21476.0,14.0,152610.38,770052.15,West,88.94,,9240.0,331.0,New York,0.0,61.0,0.0,6.2,41.0
,BNSF,100.0,333.0,10000,22598.0,9.0,66603.5,506022.8,Canada,64.16,,3997.0,86.0,New York,1.0,22.0,1.0,9.8,5.0
7720.0,BNSF,400.0,156.0,,,13.0,255194.01,678205.99,Midwest,,1850,2618.0,409.0,Atlanta,1.0,82.0,,,17.0
4088.0,Canadian National,200.0,350.0,,37804.0,8.0,238873.26,845111.77,Northeast,94.54,1900,5904.0,405.0,New York,0.0,83.0,0.0,1.3,29.0
2789.0,Norfolk Southern,400.0,73.0,8000,17786.0,9.0,419717.23,767792.18,West,98.38,1900,8723.0,329.0,Atlanta,0.0,,0.0,2.3,5.0
4036.0,Union Pacific,100.0,281.0,2000,26825.0,7.0,450727.43,590685.36,Canada,67.07,2000,2321.0,282.0,New York,0.0,99.0,1.0,5.9,19.0
8377.0,Amtrak,,93.0,2000,46644.0,17.0,209023.21,954657.34,Northeast,97.7,2000,8173.0,223.0,Los Angeles,0.0,98.0,0.0,9.9,19.0
8598.0,CSX,400.0,435.0,2000,25688.0,17.0,,,West,99.7,2000,6657.0,497.0,Los Angeles,,16.0,0.0,3.0,3.0
5838.0,Union Pacific,100.0,456.0,10000,7393.0,11.0,310055.67,631267.72,West,75.58,1950,1588.0,114.0,Los Angeles,0.0,49.0,0.0,7.9,
6872.0,Amtrak,200.0,127.0,2000,39332.0,17.0,396523.27,187825.05,Northeast,63.82,1900,7646.0,145.0,,0.0,69.0,0.0,0.7,21.0
4653.0,BNSF,,367.0,,21376.0,16.0,115843.5,,Northeast,95.79,1950,6045.0,64.0,Atlanta,0.0,99.0,0.0,5.7,44.0
5299.0,,,192.0,8000,38325.0,10.0,415845.32,795678.64,West,67.15,1950,6714.0,269.0,,0.0,35.0,0.0,3.2,5.0
1973.0,Canadian National,,465.0,5000,34985.0,10.0,321221.88,,Midwest,75.28,,2375.0,249.0,Los Angeles,0.0,55.0,0.0,9.0,14.0
8083.0,,300.0,264.0,2000,18698.0,19.0,395357.62,658842.95,Canada,80.21,1900,3729.0,112.0,,0.0,43.0,0.0,3.8,32.0
6494.0,CSX,100.0,53.0,8000,33706.0,13.0,238999.09,134282.03,,80.23,,5862.0,134.0,Chicago,0.0,44.0,0.0,2.4,2.0
4406.0,CSX,400.0,261.0,10000,49608.0,0.0,53707.88,990459.76,,85.53,1900,8594.0,327.0,Atlanta,1.0,64.0,0.0,9.2,35.0
6150.0,Union Pacific,200.0,431.0,10000,11429.0,19.0,463084.81,480928.61,,69.14,,4864.0,111.0,,0.0,31.0,1.0,5.2,19.0
4129.0,Norfolk Southern,,336.0,,39333.0,14.0,377812.89,799298.19,,,,4203.0,250.0,Los Angeles,0.0,,0.0,8.1,25.0
1104.0,Amtrak,,,2000,22535.0,19.0,360839.83,774006.72,West,74.03,,3750.0,211.0,Chicago,1.0,73.0,0.0,7.9,23.0
8433.0,Canadian National,,,,17784.0,5.0,262972.77,529450.24,Canada,71.26,1850,7445.0,64.0,New York,0.0,72.0,,6.2,38.0
8689.0,Canadian National,100.0,50.0,5000,,4.0,69736.69,835724.4,Canada,99.74,,7016.0,353.0,Atlanta,0.0,12.0,1.0,5.8,21.0
4567.0,,200.0,374.0,2000,5018.0,12.0,112017.5,400078.93,Midwest,94.38,,,64.0,New York,0.0,20.0,0.0,7.7,
5348.0,Union Pacific,100.0,63.0,2000,44675.0,8.0,247351.06,150586.88,Southeast,93.86,,9175.0,372.0,,1.0,43.0,0.0,4.9,49.0
5390.0,Norfolk Southern,200.0,271.0,,42556.0,9.0,407018.18,438149.37,Southeast,75.36,,6398.0,401.0,,0.0,45.0,0.0,0.5,43.0
7811.0,Norfolk Southern,400.0,328.0,10000,32487.0,7.0,450410.93,628836.33,Northeast,82.03,2000,1211.0,464.0,,0.0,43.0,0.0,4.8,19.0
2181.0,Norfolk Southern,300.0,157.0,5000,42778.0,5.0,256016.58,144438.98,Canada,62.61,1950,7513.0,76.0,Atlanta,0.0,,,5.5,43.0
5644.0,CSX,200.0,419.0,10000,15329.0,12.0,497741.87,707408.09,,67.36,1900,6663.0,182.0,,,23.0,1.0,4.4,4.0
6873.0,Amtrak,,167.0,2000,30714.0,5.0,490908.34,966082.22,,99.28,1950,5505.0,32.0,,0.0,70.0,0.0,2.7,6.0
5394.0,Amtrak,100.0,449.0,5000,22856.0,19.0,213649.82,301986.46,West,76.94,,2418.0,412.0,Atlanta,0.0,50.0,0.0,5.4,49.0
,,100.0,442.0,2000,34750.0,13.0,79168.0,144432.61,Midwest,79.27,1900,3370.0,445.0,New York,0.0,,0.0,9.6,15.0
6844.0,Union Pacific,300.0,168.0,,7790.0,3.0,271798.39,174157.08,Northeast,82.31,1850,3324.0,97.0,New York,0.0,14.0,0.0,,8.0
6939.0,BNSF,200.0,287.0,,7535.0,1.0,490767.97,151822.31,,95.6,1850,7064.0,333.0,,0.0,76.0,0.0,2.8,23.0
,Union Pacific,200.0,403.0,10000,29317.0,0.0,214623.86,911500.47,Midwest,95.63,,9802.0,212.0,New York,0.0,39.0,0.0,,13.0
2774.0,Amtrak,,303.0,8000,49390.0,13.0,208150.51,265617.32,Canada,90.33,1850,9259.0,202.0,,0.0,74.0,0.0,2.0,34.0
9283.0,,200.0,464.0,10000,31446.0,,186802.37,378263.77,Northeast,82.77,1850,4437.0,275.0,Chicago,0.0,84.0,1.0,6.5,39.0
1446.0,CSX,,494.0,5000,17953.0,13.0,477521.2,934652.89,Southeast,81.81,1900,3547.0,95.0,,0.0,94.0,1.0,5.2,12.0
1108.0,Union Pacific,,94.0,,8919.0,8.0,134730.18,163842.19,Southeast,82.27,2000,9450.0,90.0,Los Angeles,1.0,26.0,0.0,0.6,27.0
4239.0,,100.0,175.0,10000,20029.0,,245878.74,,West,92.37,2000,9963.0,447.0,New York,0.0,57.0,1.0,4.1,20.0
,BNSF,,184.0,,22530.0,1.0,142007.14,333925.39,Canada,99.73,1950,2070.0,52.0,,1.0,57.0,0.0,7.2,17.0
5053.0,Canadian National,200.0,362.0,8000,24785.0,10.0,100282.06,,Canada,67.35,1850,1984.0,125.0,,0.0,89.0,0.0,1.2,4.0
5537.0,Union Pacific,200.0,113.0,10000,44363.0,18.0,246421.14,101513.41,West,95.15,,9130.0,275.0,Los Angeles,0.0,,0.0,1.5,40.0
7361.0,,,307.0,,37259.0,17.0,412667.07,499315.87,West,88.84,2000,2877.0,293.0,New York,0.0,79.0,1.0,5.1,12.0
2245.0,Norfolk Southern,400.0,55.0,2000,5220.0,11.0,53487.14,942897.91,,75.15,1900,,457.0,New York,0.0,40.0,0.0,6.4,10.0
3720.0,BNSF,100.0,413.0,8000,32834.0,5.0,268269.79,656789.26,Northeast,70.95,1850,,88.0,New York,0.0,,0.0,1.7,15.0
9469.0,Norfolk Southern,300.0,366.0,2000,24991.0,8.0,,,Southeast,64.15,1850,6404.0,303.0,New York,0.0,90.0,0.0,0.2,7.0
8741.0,CSX,100.0,467.0,5000,4653.0,6.0,84196.89,740020.16,Canada,66.35,2000,3386.0,162.0,New York,0.0,97.0,0.0,6.2,3.0
6105.0,Amtrak,100.0,66.0,8000,22015.0,2.0,490250.7,671869.5,West,,,1263.0,369.0,New York,0.0,80.0,0.0,2.8,6.0
3922.0,Union Pacific,100.0,331.0,,13445.0,7.0,139021.49,375104.54,Northeast,64.38,2000,7051.0,445.0,Chicago,0.0,18.0,0.0,9.3,6.0
3513.0,,,381.0,2000,42570.0,8.0,457980.15,979081.8,Canada,86.99,1900,6301.0,460.0,New York,0.0,22.0,0.0,6.3,48.0
3801.0,Union Pacific,100.0,,5000,29404.0,14.0,153187.15,892651.26,Midwest,82.18,1900,8462.0,271.0,New York,0.0,94.0,0.0,1.3,47.0
7981.0,,200.0,90.0,2000,10457.0,7.0,286082.06,755605.77,Canada,80.61,2000,9500.0,488.0,New York,0.0,68.0,0.0,4.1,2.0
9221.0,Norfolk Southern,100.0,491.0,8000,14488.0,16.0,410100.78,573873.48,Midwest,73.14,1850,8872.0,139.0,Chicago,0.0,12.0,0.0,9.4,7.0
7502.0,Amtrak,200.0,415.0,2000,2186.0,17.0,477405.18,335387.44,Southeast,84.72,1900,6163.0,371.0,,,82.0,0.0,6.2,44.0
7038.0,,,404.0,2000,10507.0,0.0,230668.99,417285.58,Northeast,64.06,,1584.0,160.0,Atlanta,0.0,43.0,0.0,7.5,33.0
7229.0,Union Pacific,,404.0,10000,5042.0,13.0,,519327.81,Southeast,88.07,,6291.0,348.0,Los Angeles,0.0,44.0,0.0,7.6,30.0
1364.0,,100.0,359.0,,48473.0,3.0,60344.5,110005.46,Southeast,95.82,1900,7011.0,,Los Angeles,0.0,89.0,0.0,9.9,17.0
,Amtrak,200.0,462.0,2000,,6.0,443212.07,644610.89,,87.21,1850,1155.0,460.0,,0.0,16.0,0.0,8.3,21.0
6958.0,Norfolk Southern,200.0,353.0,10000,24207.0,13.0,265420.78,147545.88,Canada,92.77,,5596.0,,New York,0.0,53.0,,3.0,15.0
8436.0,Canadian National,200.0,400.0,,,,117477.04,490377.84,Canada,68.27,1850,3864.0,415.0,Atlanta,0.0,45.0,0.0,8.4,16.0
5793.0,,200.0,281.0,8000,1344.0,1.0,258862.81,700704.94,Southeast,74.56,,4339.0,169.0,New York,1.0,47.0,1.0,0.6,29.0
9160.0,Norfolk Southern,,139.0,8000,33789.0,2.0,150098.16,499167.7,Northeast,94.81,1900,330.0,10.0,,0.0,51.0,0.0,0.8,39.0
1179.0,BNSF,,199.0,10000,10408.0,7.0,364757.37,411826.05,,70.77,,,123.0,Chicago,0.0,35.0,0.0,8.3,16.0
4873.0,,200.0,121.0,10000,41944.0,15.0,,303998.33,,84.29,1850,5849.0,185.0,Chicago,0.0,,0.0,8.7,40.0
4960.0,Norfolk Southern,300.0,409.0,8000,22218.0,0.0,377662.23,148869.8,Canada,83.35,1850,7429.0,415.0,Los Angeles,1.0,50.0,0.0,3.7,5.0
2186.0,,300.0,438.0,5000,44158.0,11.0,,390270.69,,81.14,1900,2254.0,41.0,Chicago,0.0,62.0,0.0,5.2,26.0
1773.0,Canadian National,,357.0,,10879.0,12.0,218397.6,611383.62,Southeast,88.45,1900,8926.0,158.0,,0.0,75.0,1.0,8.3,28.0
5460.0,Amtrak,400.0,306.0,,37134.0,14.0,348441.24,355177.66,Canada,,,8523.0,483.0,Atlanta,1.0,20.0,0.0,4.1,42.0
1352.0,BNSF,100.0,94.0,10000,14349.0,2.0,398187.91,745638.77,Northeast,79.45,,3351.0,402.0,New York,0.0,91.0,0.0,4.7,3.0
7943.0,BNSF,,423.0,,30310.0,8.0,72969.22,481019.8,Canada,88.5,1950,7344.0,169.0,Chicago,0.0,34.0,0.0,6.2,
6202.0,Union Pacific,400.0,89.0,,37014.0,5.0,136904.93,487313.16,Canada,83.36,1950,6509.0,215.0,New York,0.0,54.0,0.0,7.7,47.0
6344.0,Canadian National,100.0,241.0,,46446.0,4.0,492031.16,375955.74,West,96.37,1850,433.0,246.0,Atlanta,0.0,96.0,0.0,8.1,8.0
5507.0,CSX,100.0,60.0,10000,14414.0,2.0,53243.09,,Northeast,87.84,1900,6720.0,427.0,Chicago,0.0,14.0,0.0,6.5,35.0
5830.0,Union Pacific,100.0,431.0,2000,12691.0,19.0,190819.23,410257.23,Canada,81.11,2000,345.0,64.0,Chicago,0.0,28.0,0.0,5.2,24.0
1117.0,Union Pacific,300.0,485.0,2000,13508.0,11.0,401984.81,397365.29,,73.11,1850,9031.0,269.0,,0.0,52.0,0.0,6.1,36.0
1481.0,Union Pacific,200.0,401.0,10000,30864.0,7.0,192338.43,,Southeast,83.45,1850,7454.0,208.0,New York,1.0,88.0,0.0,0.3,18.0
5287.0,BNSF,100.0,,2000,45457.0,13.0,418740.65,429609.25,,97.64,,3832.0,38.0,New York,0.0,,0.0,2.8,4.0
7802.0,Amtrak,200.0,228.0,,15921.0,16.0,109539.76,104290.59,Canada,99.13,1900,7187.0,322.0,,1.0,47.0,0.0,,1.0
9298.0,,100.0,270.0,10000,45615.0,13.0,444555.71,535395.33,Northeast,70.02,1850,461.0,422.0,Los Angeles,0.0,31.0,0.0,0.3,32.0
5477.0,Norfolk Southern,300.0,271.0,10000,40916.0,16.0,262718.66,213037.33,Midwest,67.62,1850,1284.0,36.0,Chicago,0.0,84.0,0.0,3.0,2.0
7533.0,BNSF,100.0,454.0,10000,22992.0,0.0,66601.1,977777.6,Southeast,89.58,,1399.0,372.0,Chicago,1.0,13.0,0.0,8.9,8.0
,Norfolk Southern,,88.0,2000,25981.0,3.0,330488.05,948157.84,West,95.34,,3879.0,,,0.0,50.0,1.0,8.7,36.0
8012.0,,400.0,93.0,8000,30886.0,17.0,174766.35,906997.74,Northeast,96.46,1950,4789.0,138.0,Atlanta,0.0,89.0,0.0,0.9,41.0
1865.0,CSX,100.0,362.0,2000,48059.0,0.0,365189.51,887289.89,Canada,80.82,,4983.0,237.0,New York,0.0,79.0,0.0,9.2,26.0
6329.0,,400.0,346.0,10000,,9.0,456230.67,912402.76,,,1900,9747.0,225.0,,0.0,76.0,0.0,1.2,4.0
1603.0,,400.0,344.0,,24377.0,6.0,87641.61,741902.96,West,84.1,1850,4424.0,101.0,Los Angeles,1.0,25.0,0.0,9.9,40.0
6756.0,CSX,300.0,197.0,8000,41353.0,17.0,159920.4,139520.35,Northeast,77.45,,,199.0,,0.0,83.0,0.0,,
5018.0,Union Pacific,,71.0,10000,20990.0,9.0,226001.38,912533.04,Southeast,85.37,,5030.0,308.0,,0.0,87.0,0.0,5.5,36.0
6192.0,BNSF,,206.0,2000,30723.0,5.0,481956.8,238167.84,Midwest,80.73,,156.0,477.0,Chicago,0.0,97.0,0.0,5.3,12.0
3015.0,Norfolk Southern,100.0,351.0,5000,31888.0,2.0,232495.17,315520.16,Southeast,77.58,,5440.0,225.0,,0.0,10.0,0.0,9.1,29.0
4380.0,CSX,200.0,52.0,10000,36849.0,4.0,100976.4,855123.62,Midwest,65.46,,9905.0,456.0,,0.0,91.0,0.0,0.4,33.0
4770.0,Canadian National,300.0,250.0,,4891.0,8.0,183938.76,663333.52,Midwest,89.9,1850,8718.0,272.0,Los Angeles,0.0,21.0,0.0,7.4,11.0
6829.0,BNSF,400.0,438.0,5000,46162.0,2.0,58692.69,465768.13,Canada,78.27,2000,8727.0,185.0,,1.0,,0.0,2.9,30.0
2613.0,BNSF,400.0,361.0,5000,5407.0,14.0,136033.84,834000.53,Northeast,80.93,1950,4913.0,117.0,Atlanta,0.0,71.0,0.0,0.8,41.0
2879.0,Canadian National,100.0,372.0,2000,9329.0,15.0,324373.72,411139.82,Canada,61.04,2000,1556.0,195.0,Chicago,0.0,24.0,0.0,1.4,42.0
6372.0,Union Pacific,300.0,394.0,2000,16090.0,7.0,125950.79,472843.37,Northeast,92.32,1850,2505.0,54.0,Los Angeles,0.0,40.0,1.0,2.0,46.0
5108.0,Norfolk Southern,100.0,,8000,12712.0,9.0,462723.83,114258.56,Canada,71.07,1950,1040.0,239.0,Los Angeles,1.0,,0.0,7.0,30.0
9978.0,Union Pacific,300.0,146.0,10000,33247.0,10.0,370980.61,779499.34,Northeast,86.48,1900,6197.0,267.0,Atlanta,1.0,34.0,0.0,4.3,8.0
1148.0,Union Pacific,200.0,158.0,8000,8196.0,17.0,359700.56,258948.72,Canada,72.89,1950,1434.0,454.0,Chicago,0.0,63.0,0.0,4.5,8.0
2754.0,BNSF,,277.0,8000,44716.0,3.0,,,Northeast,87.32,1850,4089.0,351.0,Chicago,0.0,32.0,0.0,,47.0
8378.0,,100.0,291.0,5000,23315.0,2.0,401151.36,150488.14,,99.12,1950,6884.0,,Chicago,,39.0,0.0,3.8,17.0
7681.0,Amtrak,400.0,346.0,2000,,7.0,134350.6,662456.51,Northeast,96.97,1850,2883.0,447.0,Los Angeles,0.0,73.0,0.0,2.7,7.0
4756.0,Canadian National,100.0,78.0,5000,36443.0,11.0,249532.63,363527.13,Canada,74.23,1900,268.0,411.0,Los Angeles,0.0,48.0,0.0,0.0,37.0
6392.0,,300.0,408.0,10000,5592.0,1.0,,329028.57,Southeast,60.81,,4635.0,314.0,Los Angeles,0.0,99.0,0.0,7.6,6.0
4052.0,Canadian National,100.0,416.0,8000,26619.0,3.0,179039.99,392460.13,,69.08,1900,7915.0,,New York,0.0,36.0,0.0,6.1,31.0
,,200.0,158.0,8000,22182.0,11.0,232311.73,610456.01,Canada,72.25,1900,4324.0,295.0,Los Angeles,0.0,95.0,0.0,3.8,11.0
